article_id,model_id,last_id,sports_categories,gender_last,laces_type,vamp_material,insole_length,ball_girth,ball_width,heel_width,toe_height,heel_spring,too_small,too_large
4693,2709,325,Running,Female,sock,mesh,274,243.5,94.8,65.5,26.1,13,0.23871024341717612,0.10198861572129207
4745,273,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.12613442157413873,0.08041785646199195
4746,273,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.15207041854351544,0.09835101465891939
4749,2732,346,Running,Male,sock,leather,271.6,238,91.3,63,24.7,8,0.17947506155866658,0.021244962878534935
4751,2732,346,Running,Male,sock,leather,271.6,238,91.3,63,24.7,8,0.16896946072988467,0.006564632452716419
4752,2734,497,Basketball,Male,laces,strung,269.7,245,94,67,24.2,9,0.228932638729551,0.38672644638156706
4753,2734,497,Basketball,Male,laces,strung,269.7,245,94,67,24.2,9,0.21979008397476507,0.3671282615218199
4763,2739,10,Basketball,Female,laces,mesh,274.5,252,96.3,71.5,25.1,3.5,0.2683365327817708,0.26401156915280805
4764,2739,10,Basketball,Female,laces,mesh,274.5,252,96.3,71.5,25.1,3.5,0.2528403713092159,0.27764575459104246
4780,2747,226,Basketball,Male,laces,mesh,279.1,257.5,97.9,68,27.6,2.5,0.1508436225633422,0.20290197545649638
4781,2747,226,Basketball,Male,laces,mesh,279.1,257.5,97.9,68,27.6,2.5,0.15266337465747515,0.20140234446735103
4782,2747,226,Basketball,Male,laces,mesh,279.1,257.5,97.9,68,27.6,2.5,0.1630939073889068,0.19653171798070115
4783,2747,226,Basketball,Male,laces,mesh,279.1,257.5,97.9,68,27.6,2.5,0.15003583927967215,0.20514839685523675
4792,275,346,Running,Male,laces,strung,271.6,238,91.3,63,24.7,8,0.15668533034771093,0.023725355844141316
4794,275,346,Running,Male,laces,strung,271.6,238,91.3,63,24.7,8,0.15772547643182228,0.012568926581052874
4817,2758,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.14110311083002008,0.4047392523289257
4818,2758,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.13200833191073078,0.4117965328189096
4819,2758,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.12346173313713033,0.4160122917137216
4820,2758,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.15006688404301047,0.39808660505776067
4826,2760,244,Football,Male,laces,leather,272.7,237,92.4,64.5,20.6,9,0.23362477677625093,0.055575071871314885
4827,2760,244,Football,Male,laces,leather,272.7,237,92.4,64.5,20.6,9,0.2664536334655063,0.047771385177864584
4828,2760,244,Football,Male,laces,leather,272.7,237,92.4,64.5,20.6,9,0.24079943095640927,0.03424083907538622
4847,2765,395,Basketball,Male,sock,strung,273.6,247,94,68,26.7,7.5,0.1782508944494182,0.3659634214447336
4848,2765,395,Basketball,Male,sock,strung,273.6,247,94,68,26.7,7.5,0.1570652553557278,0.3488340458162162
4849,2765,395,Basketball,Male,sock,strung,273.6,247,94,68,26.7,7.5,0.187177123913345,0.3573249786243773
4850,2765,395,Basketball,Male,sock,strung,273.6,247,94,68,26.7,7.5,0.16867191211152174,0.36178823480499717
4857,2767,405,Running,Female,sock,strung,277.6,250,93.4,67.5,29.4,6,0.2903153291668449,0.08360781017211655
4861,2769,12,Running,Female,sock,cotton,280.4,260,102.4,69.5,28.2,9,0.1641518533777533,0.13199070269293697
4862,2769,12,Running,Female,sock,cotton,280.4,260,102.4,69.5,28.2,9,0.15184993507705097,0.12219812425221087
4864,277,274,Running,Male,laces,strung,270.8,241,93,61.5,24.5,11.5,0.11008141572579526,0.2098651077308868
4877,2775,474,Football,Female,laces,leather,273.9,243,92.6,64.5,27.4,5,0.14763910791327342,0.19871097831313167
4888,278,341,Running,Male,sock,mesh,273,246.5,95.4,66.5,26.4,11,0.2990296050294955,0.09488711089166497
4892,2781,417,Running,Female,laces,cotton,268.6,234.5,92.8,64,24.3,5,0.22313395030387023,0.14311288346655043
4893,2781,417,Running,Female,laces,cotton,268.6,234.5,92.8,64,24.3,5,0.2060550004644342,0.15055894786262478
4894,2781,417,Running,Female,laces,cotton,268.6,234.5,92.8,64,24.3,5,0.2036420336167957,0.13228862031543442
4895,2781,417,Running,Female,laces,cotton,268.6,234.5,92.8,64,24.3,5,0.20858838981590355,0.1560580103469032
4896,2782,379,Running,Male,laces,leather,276.5,259.5,97.2,68,26.4,4,0.2856778686126281,0.028611951950185045
4897,2782,379,Running,Male,laces,leather,276.5,259.5,97.2,68,26.4,4,0.29906523896312726,0.042035504687301835
4898,2783,269,Running,Male,sock,cotton,273.8,243,91.5,66,24.8,8.5,0.07826476328768257,0.15204723857985522
4903,2787,314,Running,Male,laces,strung,273.5,251.5,97.5,65,25.5,13,0.24578863300251058,0.06731827042297946
4904,2787,314,Running,Male,laces,strung,273.5,251.5,97.5,65,25.5,13,0.2414877095104791,0.08358469444009005
4905,2787,314,Running,Male,laces,strung,273.5,251.5,97.5,65,25.5,13,0.23631280615079459,0.08006766458833932
4906,2787,314,Running,Male,laces,strung,273.5,251.5,97.5,65,25.5,13,0.23495908605703236,0.07986176282093231
4907,2788,203,Running,Male,sock,mesh,277.6,247.5,94,65,24.9,9.5,0.2700965966834223,0.05558884530104494
4911,2790,12,Running,Female,laces,strung,280.4,260,102.4,69.5,28.2,9,0.15666817001784006,0.1305969500315804
4920,2794,320,Running,Male,laces,cotton,279,253.5,97.1,64,24,8,0.1375212434075474,0.03233886675551523
4921,2794,320,Running,Male,laces,cotton,279,253.5,97.1,64,24,8,0.16297844417362584,0.03293170758372884
4927,2797,98,Basketball,Male,laces,leather,276.6,257.5,95.2,67.5,24.1,9.5,0.17967746946072627,0.37000544256259055
4928,2797,98,Basketball,Male,laces,leather,276.6,257.5,95.2,67.5,24.1,9.5,0.18148566249574904,0.3686736928936855
4929,2798,466,Basketball,Male,sock,cotton,282.1,257,100.3,68.5,27.5,11,0.0834653458773934,0.2687780435707385
4930,2798,466,Basketball,Male,sock,cotton,282.1,257,100.3,68.5,27.5,11,0.05103545032338386,0.2718500182849102
4931,2798,466,Basketball,Male,sock,cotton,282.1,257,100.3,68.5,27.5,11,0.08561601688067857,0.2648876726002064
4932,2799,246,Basketball,Female,laces,synthetic,278.2,257,97.9,67,24.3,12.5,0.15638904652821992,0.3718654705294325
4933,2799,246,Basketball,Female,laces,synthetic,278.2,257,97.9,67,24.3,12.5,0.1475388683521217,0.37193882474069717
4934,2799,246,Basketball,Female,laces,synthetic,278.2,257,97.9,67,24.3,12.5,0.1487654157062105,0.40043792684095914
4937,280,454,Basketball,Female,laces,leather,272.8,242.5,92.2,67,26.4,6,0.21214785365226338,0.29942017509318186
4938,280,454,Basketball,Female,laces,leather,272.8,242.5,92.2,67,26.4,6,0.2148051449267077,0.3170528981367257
4939,280,454,Basketball,Female,laces,leather,272.8,242.5,92.2,67,26.4,6,0.214104787814119,0.30240367627484177
4941,2800,183,Running,Male,sock,cotton,276.4,248,92.7,64,27.8,6.5,0.3203403908624352,0.07243996831046204
4943,2801,75,Football,Male,laces,mesh,278,259,97.6,68.5,26.2,4,0.1324094018613479,0.155975337578752
4944,2801,75,Football,Male,laces,mesh,278,259,97.6,68.5,26.2,4,0.11893593489954633,0.16974971322622914
4945,2801,75,Football,Male,laces,mesh,278,259,97.6,68.5,26.2,4,0.11857625862116027,0.14915022978880735
4949,2804,366,Running,Male,sock,cotton,275.9,255,94.9,64,26.8,17,0.16756103265702627,0.13748899615171384
4950,2805,32,Running,Male,sock,strung,274.8,261,101,66,24.4,8.5,0.1344845550277865,0.134934504142962
4951,2805,32,Running,Male,sock,strung,274.8,261,101,66,24.4,8.5,0.11148139137127502,0.1394474888780712
4972,2814,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.25031816315211486,0.4012548829635024
4973,2814,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.2685404236569599,0.37712733628124584
4974,2814,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.2528023783577699,0.37621406073589364
4975,2814,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.28044960730339064,0.3807745890434721
4976,2815,102,Running,Male,sock,synthetic,273.6,246,93.6,64.5,25.6,1.5,0.17271242712271057,0.21893873660176905
4977,2815,102,Running,Male,sock,synthetic,273.6,246,93.6,64.5,25.6,1.5,0.1729395972151054,0.18196757994482446
4978,2815,102,Running,Male,sock,synthetic,273.6,246,93.6,64.5,25.6,1.5,0.16660451291793646,0.18695865641127768
4996,2822,255,Running,Female,laces,mesh,278.2,254.5,94.5,67,27.9,11.5,0.2636384697770228,0.11871606851467997
5003,2824,18,Running,Male,laces,strung,271.4,244,97.3,64,23.3,6.5,0.2579773269060081,0.00799609604339445
5013,2830,227,Football,Male,laces,leather,281.2,257,100.5,67,25.4,12.5,0.05112064003728018,0.16268514335380255
5014,2830,227,Football,Male,laces,leather,281.2,257,100.5,67,25.4,12.5,0.07437776896070913,0.12729028639644085
5016,2832,203,Running,Male,sock,synthetic,277.6,247.5,94,65,24.9,9.5,0.26956935741286164,0.05469086459301715
5017,2832,203,Running,Male,sock,synthetic,277.6,247.5,94,65,24.9,9.5,0.28249946312924507,0.06726685153287111
5018,2832,203,Running,Male,sock,synthetic,277.6,247.5,94,65,24.9,9.5,0.26804102060561846,0.056780106219021784
5033,2839,28,Running,Male,laces,cotton,274.4,243.5,94.3,65.5,28,5.5,0.2937631566884961,0.08404813022549755
5054,2846,68,Running,Male,laces,synthetic,275.6,254.5,95.5,65.5,29.1,10,0.18555845172060442,0.1691356544705151
5055,2846,68,Running,Male,laces,synthetic,275.6,254.5,95.5,65.5,29.1,10,0.21858701636437722,0.17551179442009734
5065,285,325,Running,Female,laces,cotton,274,243.5,94.8,65.5,26.1,13,0.24045197729482953,0.0646346089567501
5066,285,325,Running,Female,laces,cotton,274,243.5,94.8,65.5,26.1,13,0.22243921508482226,0.09308798754844322
5067,285,325,Running,Female,laces,cotton,274,243.5,94.8,65.5,26.1,13,0.23923934412920622,0.07673289795948901
5077,2854,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.1660237068205726,0.34185341538584235
5078,2854,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.1772776777008918,0.33561504011075516
5079,2854,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.18160463986921532,0.3429408896455734
5080,2854,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.18182441544803923,0.347489983576762
5081,2854,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.18099593562446437,0.33674028781917176
5082,2854,395,Basketball,Male,sock,synthetic,273.6,247,94,68,26.7,7.5,0.18804520713913908,0.3569680600852453
5083,2855,468,Running,Male,laces,mesh,273.4,243.5,92.9,63.5,24.1,7.5,0.19101038342678234,0.11551454017930465
5084,2855,468,Running,Male,laces,mesh,273.4,243.5,92.9,63.5,24.1,7.5,0.17826493846886887,0.11147519586960399
5088,2857,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.27313832205052146,0.39668218108511333
5089,2857,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.27401274903317396,0.3831528613660342
5095,2859,26,Basketball,Male,laces,mesh,270.5,243.5,95.9,66,26.9,6,0.18210151134502167,0.3842912612197347
5096,2859,26,Basketball,Male,laces,mesh,270.5,243.5,95.9,66,26.9,6,0.19297063718878654,0.37439297225395207
5098,286,71,Basketball,Male,laces,cotton,281,265.5,100.2,66.5,25.2,8,0.17330019263432775,0.1640601480488877
5101,2861,340,Basketball,Male,laces,synthetic,274.6,261.5,96.7,62,28.9,10.5,0.05510189154060875,0.3818889235720964
5102,2861,340,Basketball,Male,laces,synthetic,274.6,261.5,96.7,62,28.9,10.5,0.04984768904993345,0.37366587289471204
5104,2861,340,Basketball,Male,laces,synthetic,274.6,261.5,96.7,62,28.9,10.5,0.06005516502623372,0.3769917179506829
5110,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.17329052396495448,0.3883488806781729
5111,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.18525266215211533,0.3770365580761163
5112,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.1670670850311867,0.37414116265328445
5113,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.20244520941840977,0.35828379117570425
5114,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.1660336687422432,0.39500079053310483
5115,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.17483064717722802,0.392784396469107
5116,2863,385,Basketball,Male,laces,leather,270,256,97.2,65.5,26,8,0.1798873624879081,0.3801107202580106
5121,2866,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.1691092273992984,0.1980098528250568
5122,2866,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.14662905381723454,0.20048459283099845
5151,288,379,Running,Male,sock,strung,276.5,259.5,97.2,68,26.4,4,0.2891100169046387,0.06724755019481737
5152,288,379,Running,Male,sock,strung,276.5,259.5,97.2,68,26.4,4,0.3064840110710381,0.055695833585030774
5153,288,379,Running,Male,sock,strung,276.5,259.5,97.2,68,26.4,4,0.3208269102475776,0.03572427436525422
5154,288,379,Running,Male,sock,strung,276.5,259.5,97.2,68,26.4,4,0.3268684568719663,0.06235916448160724
5171,2886,453,Basketball,Male,sock,leather,281.6,255.5,100.4,70,25.7,10,0.14012291865064044,0.40136514337000323
5172,2886,453,Basketball,Male,sock,leather,281.6,255.5,100.4,70,25.7,10,0.1530542223976318,0.4175186930936041
5173,2886,453,Basketball,Male,sock,leather,281.6,255.5,100.4,70,25.7,10,0.14818148485659413,0.39771498640677205
5174,2886,453,Basketball,Male,sock,leather,281.6,255.5,100.4,70,25.7,10,0.15686464110530815,0.4047980977172125
5175,2886,453,Basketball,Male,sock,leather,281.6,255.5,100.4,70,25.7,10,0.13064742370208032,0.4104466125608271
5176,2886,453,Basketball,Male,sock,leather,281.6,255.5,100.4,70,25.7,10,0.1524506114041126,0.39671301048681085
5178,2888,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.18333858035799422,0.37058893073583443
5179,2888,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.2040676744682743,0.39976285917314364
5180,2888,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.19598568359995408,0.3851266764946366
5181,2888,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.1671742459858725,0.3757133360636209
5182,2888,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.18948014512620323,0.3772242821893499
5196,2895,341,Running,Male,laces,strung,273,246.5,95.4,66.5,26.4,11,0.28154301301486545,0.0648445833389834
5197,2895,341,Running,Male,laces,strung,273,246.5,95.4,66.5,26.4,11,0.28981457163002194,0.0796032271916499
5198,2895,341,Running,Male,laces,strung,273,246.5,95.4,66.5,26.4,11,0.281774275851864,0.061423740300129745
5199,2895,341,Running,Male,laces,strung,273,246.5,95.4,66.5,26.4,11,0.3036208763700056,0.07753476440466402
5212,2901,454,Basketball,Female,sock,cotton,272.8,242.5,92.2,67,26.4,6,0.19278080043754275,0.3185860279369213
5213,2901,454,Basketball,Female,sock,cotton,272.8,242.5,92.2,67,26.4,6,0.20929835312402933,0.3394157329748614
5214,2901,454,Basketball,Female,sock,cotton,272.8,242.5,92.2,67,26.4,6,0.20987496278166123,0.32378242148212877
5228,2905,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.1331154201832465,0.42178933668822793
5229,2905,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.1293012996787555,0.4208311708376996
5230,2905,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.13614301934701073,0.3921870745666249
5231,2905,306,Basketball,Female,laces,mesh,274.4,249,95.3,69.5,27.8,5.5,0.1468098906345202,0.38782047310369766
5235,2907,480,Running,Male,laces,cotton,275.8,244,94.4,67.5,24.4,6,0.14928253111589126,0.21337309681000705
5236,2907,480,Running,Male,laces,cotton,275.8,244,94.4,67.5,24.4,6,0.14173314217509803,0.20134844271978958
5237,2907,480,Running,Male,laces,cotton,275.8,244,94.4,67.5,24.4,6,0.13337025854603085,0.18563275026228518
5239,2908,18,Running,Male,sock,cotton,271.4,244,97.3,64,23.3,6.5,0.2721375243257045,0.02961544561141117
5250,2910,497,Basketball,Male,laces,mesh,269.7,245,94,67,24.2,9,0.2185729997067868,0.3564358456478663
5251,2910,497,Basketball,Male,laces,mesh,269.7,245,94,67,24.2,9,0.22190513061788777,0.3776935739585025
5252,2910,497,Basketball,Male,laces,mesh,269.7,245,94,67,24.2,9,0.20267579192641014,0.3731780322077036
5253,2910,497,Basketball,Male,laces,mesh,269.7,245,94,67,24.2,9,0.20687729617924847,0.35856723267064516
5254,2910,497,Basketball,Male,laces,mesh,269.7,245,94,67,24.2,9,0.21883249449284548,0.36080091727231844
5305,2929,144,Running,Male,sock,strung,268.9,244.5,93.6,66,26.2,8,0.21642121589677146,0.02382974724059395
5311,2930,367,Running,Male,sock,strung,272.1,232,91,65.5,23.9,7.5,0.16895753569159822,0.10258253809207828
5312,2930,367,Running,Male,sock,strung,272.1,232,91,65.5,23.9,7.5,0.15966172966818395,0.1145112317763761
5313,2931,80,Basketball,Male,sock,mesh,279,254,97.1,67,24.6,7,0.20548321719079066,0.3536275037911745
5314,2931,80,Basketball,Male,sock,mesh,279,254,97.1,67,24.6,7,0.2299355751844094,0.34261961693613785
5315,2931,80,Basketball,Male,sock,mesh,279,254,97.1,67,24.6,7,0.2100577131509542,0.34931261177588707
5329,2936,62,Running,Male,laces,strung,274.5,256.5,98.4,71.5,29.3,6,0.25564855375863654,0.14345537444557732
5332,2936,62,Running,Male,laces,strung,274.5,256.5,98.4,71.5,29.3,6,0.26894150014613677,0.12582925903626255
5334,2938,497,Basketball,Male,laces,synthetic,269.7,245,94,67,24.2,9,0.21374503316053414,0.355366940996134
5340,294,440,Football,Female,laces,mesh,276.9,254,95.2,65,29.8,10.5,0.017967045178919703,0.14943380994721367
5344,2942,98,Basketball,Male,sock,leather,276.6,257.5,95.2,67.5,24.1,9.5,0.19904230677571236,0.40201848645897764
5345,2942,98,Basketball,Male,sock,leather,276.6,257.5,95.2,67.5,24.1,9.5,0.1987636061033296,0.3826269980905425
5346,2942,98,Basketball,Male,sock,leather,276.6,257.5,95.2,67.5,24.1,9.5,0.19783813539505893,0.39229147930360625
5347,2942,98,Basketball,Male,sock,leather,276.6,257.5,95.2,67.5,24.1,9.5,0.1843393731061282,0.3737954681715428
5360,295,480,Running,Male,laces,cotton,275.8,244,94.4,67.5,24.4,6,0.16288879347976812,0.20525711782812567
5361,295,480,Running,Male,laces,cotton,275.8,244,94.4,67.5,24.4,6,0.1313316383385889,0.19439061222538517
5380,2957,494,Running,Female,laces,cotton,281.3,262,97.7,70,27,4,0.0980611900895893,0.19205923111033776
5381,2957,494,Running,Female,laces,cotton,281.3,262,97.7,70,27,4,0.11559325077306566,0.17855713546213628
5382,2957,494,Running,Female,laces,cotton,281.3,262,97.7,70,27,4,0.10865154296596745,0.203894153726354
5383,2957,494,Running,Female,laces,cotton,281.3,262,97.7,70,27,4,0.12410428326785124,0.19820237774083116
5384,2957,494,Running,Female,laces,cotton,281.3,262,97.7,70,27,4,0.10296509470165595,0.19685650393627324
5385,2958,267,Basketball,Male,laces,mesh,275.4,244.5,95.4,67,22.2,9.5,0.25627956469900826,0.1986531973373718
5386,2958,267,Basketball,Male,laces,mesh,275.4,244.5,95.4,67,22.2,9.5,0.23105175702794717,0.20098073164255345
5387,2958,267,Basketball,Male,laces,mesh,275.4,244.5,95.4,67,22.2,9.5,0.25146599364459477,0.2253241394557114
5388,2958,267,Basketball,Male,laces,mesh,275.4,244.5,95.4,67,22.2,9.5,0.2332631419799162,0.21017794287695477
5389,2958,267,Basketball,Male,laces,mesh,275.4,244.5,95.4,67,22.2,9.5,0.26019816181159355,0.21811362133414436
5390,2958,267,Basketball,Male,laces,mesh,275.4,244.5,95.4,67,22.2,9.5,0.24654906414323738,0.2221523235730021
5396,2960,226,Basketball,Male,laces,synthetic,279.1,257.5,97.9,68,27.6,2.5,0.13788959722836017,0.21015544522147522
5397,2960,226,Basketball,Male,laces,synthetic,279.1,257.5,97.9,68,27.6,2.5,0.1532591116322909,0.20083174534217949
5398,2960,226,Basketball,Male,laces,synthetic,279.1,257.5,97.9,68,27.6,2.5,0.15153616872033818,0.21164698992661174
5399,2960,226,Basketball,Male,laces,synthetic,279.1,257.5,97.9,68,27.6,2.5,0.12470709296033976,0.2139344879483086
5412,2966,228,Running,Female,laces,mesh,275.4,249.5,93.4,64,28.4,13,0.07373367295148253,0.1444016780400295
5413,2966,228,Running,Female,laces,mesh,275.4,249.5,93.4,64,28.4,13,0.07405261767534943,0.13118075934504458
5414,2966,228,Running,Female,laces,mesh,275.4,249.5,93.4,64,28.4,13,0.08515594724831566,0.14607176450628728
5415,2966,228,Running,Female,laces,mesh,275.4,249.5,93.4,64,28.4,13,0.08709976393519483,0.14893755360785263
5416,2967,112,Running,Male,sock,cotton,277.2,249,95,64,29.1,7,0.18491102152061306,0.12746219933277025
5424,2970,274,Running,Male,laces,leather,270.8,241,93,61.5,24.5,11.5,0.11752996129981678,0.1943834786512099
5436,2977,388,Running,Female,sock,strung,277.1,244.5,91.9,62.5,25.9,7,0.12521721631554378,0.09423500352007748
5437,2977,388,Running,Female,sock,strung,277.1,244.5,91.9,62.5,25.9,7,0.10668707444272867,0.07690692687983244
5443,2980,12,Running,Female,laces,mesh,280.4,260,102.4,69.5,28.2,9,0.15480921958695804,0.09966929809847234
5444,2980,12,Running,Female,laces,mesh,280.4,260,102.4,69.5,28.2,9,0.1618039655912311,0.10388152674502286
5447,2983,301,Football,Male,laces,mesh,275.5,250,94.4,68.5,22.1,6,0.24259321166548026,0.01404723338915606
5448,2983,301,Football,Male,laces,mesh,275.5,250,94.4,68.5,22.1,6,0.22090060390633054,0.011760846621908093
5451,2985,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.08640578714882412,0.12214930394112623
5452,2985,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.07995041865587978,0.12299788043016328
5453,2985,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.10213788584854508,0.14810451592425208
5454,2985,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.0954092046402697,0.11802291849064865
5460,2988,300,Basketball,Female,sock,synthetic,271.5,258.5,98.7,64,23.3,8.5,0.23548163484895016,0.2072312869679975
5461,2988,300,Basketball,Female,sock,synthetic,271.5,258.5,98.7,64,23.3,8.5,0.2549140992932362,0.19505910621943365
5462,2988,300,Basketball,Female,sock,synthetic,271.5,258.5,98.7,64,23.3,8.5,0.22194467583106287,0.22885357037228374
5480,2995,99,Running,Male,sock,synthetic,277,257,99.7,69,26.4,7.5,0.12438539963948489,0.0461947675157299
5481,2995,99,Running,Male,sock,synthetic,277,257,99.7,69,26.4,7.5,0.10151016358059212,0.05304126028153762
5482,2995,99,Running,Male,sock,synthetic,277,257,99.7,69,26.4,7.5,0.09942630724474597,0.044665855508795135
5484,2998,341,Running,Male,sock,synthetic,273,246.5,95.4,66.5,26.4,11,0.2939256786674708,0.06839117887674195
5485,2998,341,Running,Male,sock,synthetic,273,246.5,95.4,66.5,26.4,11,0.2911242862479062,0.09275780003076736
5487,2999,102,Running,Male,sock,synthetic,273.6,246,93.6,64.5,25.6,1.5,0.18880667788862476,0.19626836571837614
5488,2999,102,Running,Male,sock,synthetic,273.6,246,93.6,64.5,25.6,1.5,0.1833310741948483,0.20708101606292634
5493,300,20,Basketball,Female,sock,cotton,282.7,260,103.8,68,26.4,11.5,0.07219743527865488,0.25219930389888673
5494,300,20,Basketball,Female,sock,cotton,282.7,260,103.8,68,26.4,11.5,0.10364234600808116,0.2865058979820661
5495,300,20,Basketball,Female,sock,cotton,282.7,260,103.8,68,26.4,11.5,0.07883825148290965,0.2802429400901301
5496,300,20,Basketball,Female,sock,cotton,282.7,260,103.8,68,26.4,11.5,0.08395588916350429,0.2857113256453984
5508,3004,344,Running,Female,laces,synthetic,266.7,231.5,87.8,64.5,22.5,9,0.22379842746404216,0.17071610904787385
5511,3005,31,Basketball,Female,laces,mesh,274,250,99.4,68.5,23.2,10,0.20105822673841509,0.17792932165472375
5514,3007,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.04843275441689021,0.2953363733861694
5515,3007,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.044416132552156824,0.2768051600627286
5516,3007,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.04597566804128379,0.2722449062155587
5517,3007,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.05910721310072428,0.2822377567484667
5519,3009,267,Basketball,Male,sock,synthetic,275.4,244.5,95.4,67,22.2,9.5,0.2504746446354979,0.21819181510553176
5520,3009,267,Basketball,Male,sock,synthetic,275.4,244.5,95.4,67,22.2,9.5,0.2643237719645251,0.2329135070882582
5521,301,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.09539178627280691,0.14916569215234926
5522,301,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.09808942822088089,0.14814781845403657
5523,301,269,Running,Male,sock,leather,273.8,243,91.5,66,24.8,8.5,0.091092166959092,0.1489183234562584
5545,3019,12,Running,Female,sock,synthetic,280.4,260,102.4,69.5,28.2,9,0.1506582169135986,0.13438250229136842
5546,3019,12,Running,Female,sock,synthetic,280.4,260,102.4,69.5,28.2,9,0.14025998727715988,0.14152743952730706
5547,3019,12,Running,Female,sock,synthetic,280.4,260,102.4,69.5,28.2,9,0.1365460311272926,0.14385201113860333
5552,3020,75,Football,Male,laces,mesh,278,259,97.6,68.5,26.2,4,0.1514553341180389,0.15064986663444352
5553,3020,75,Football,Male,laces,mesh,278,259,97.6,68.5,26.2,4,0.14092144575784393,0.1673992252172124
5568,3027,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.13688118743633276,0.07264482075220889
5569,3027,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.1332776459618232,0.05325721040465521
5570,3027,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.15059367560764428,0.07833118137271403
5571,3027,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.11661141608120461,0.07433575394959108
5587,3032,228,Running,Female,sock,mesh,275.4,249.5,93.4,64,28.4,13,0.10952890847449737,0.1472198615876555
5588,3032,228,Running,Female,sock,mesh,275.4,249.5,93.4,64,28.4,13,0.0951658619534943,0.1543056266231032
5609,3038,256,Basketball,Female,laces,strung,276.9,246,94.3,65.5,25.1,6,0.2004901199003561,0.40748051501290233
5613,304,31,Basketball,Female,sock,cotton,274,250,99.4,68.5,23.2,10,0.19144409241830537,0.15457522946360266
5614,304,31,Basketball,Female,sock,cotton,274,250,99.4,68.5,23.2,10,0.21335745866712003,0.15504521689156076
5615,304,31,Basketball,Female,sock,cotton,274,250,99.4,68.5,23.2,10,0.21812275153721117,0.1606754331079869
5616,304,31,Basketball,Female,sock,cotton,274,250,99.4,68.5,23.2,10,0.19013511501936248,0.1682046501076681
